id,forwardPivotInt,InnerForwardPivotInt
1330741729234923523,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1334606726029598722,None,This claim about election fraud is disputed
1326927170162266113,None,This claim about election fraud is disputed
1326206487425937409,None,This claim about election fraud is disputed
1331987751386963970,None,This claim about election fraud is disputed
1332358565164675073,None,This claim about election fraud is disputed
1328326917674643456,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327308472841609217,None,This claim about election fraud is disputed
1324847196341231622,None,This claim about election fraud is disputed
1325119242698592257,None,This claim about election fraud is disputed
1324442895219380224,None,Some votes may still need to be counted
1326929593375272967,None,This claim about election fraud is disputed
1326018994755825664,None,This claim about election fraud is disputed
1324087888716484609,None,Official sources may not have called the race when this was Tweeted
1327714022666354690,None,This claim about election fraud is disputed
1325224327227138054,None,This claim about election fraud is disputed
1325224403223785473,None,Official sources may not have called the race when this was Tweeted
1334174308579491840,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325120246139686915,None,Official sources may not have called the race when this was Tweeted
1328248494641954817,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1332355240750952449,None,This claim about election fraud is disputed
1327966440465555471,None,This claim about election fraud is disputed
1341896526411554817,None,This claim about election fraud is disputed
1324011017907720195,None,Learn about US 2020 election security efforts
1328004207132221443,None,This claim about election fraud is disputed
1327959548141907968,None,This claim about election fraud is disputed
1332554584590585856,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1338146381224161280,None,This claim about election fraud is disputed
1332001918856679426,None,This claim about election fraud is disputed
1327970118811389953,None,This claim about election fraud is disputed
1337745697572089856,None,This claim about election fraud is disputed
1326876624168607746,None,This claim about election fraud is disputed
1337771544173539331,None,This claim about election fraud is disputed
1310634846008549376,None,Learn how voting by mail is safe and secure
1330363875624177671,None,This claim about election fraud is disputed
1327268559874035717,None,This claim about election fraud is disputed
1324371589408972802,None,Some votes may still need to be counted
1324092626031808519,None,Official sources may not have called the race when this was Tweeted
